content,score,at,cleaning,case_folding,normalisasi,Performa_Aplikasi,Pemesanan_Tiket,Operasional_Perjalanan,Layanan_Akun,_key,Sentimen
mantap,5,2026-01-21 14:06:28,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
"Access hari ini buruk , lelet , fitur sering nge blank , tidak ada masalah pada jaringan saya",1,2026-01-21 13:53:38,Access hari ini buruk lelet fitur sering nge blank tidak ada masalah pada jaringan saya,access hari ini buruk lelet fitur sering nge blank tidak ada masalah pada jaringan saya,access hari ini buruk lelet fitur sering nge blank tidak ada masalah pada jaringan saya,0,0,0,0,"Access hari ini buruk , lelet , fitur sering nge blank , tidak ada masalah pada jaringan saya||access hari ini buruk lelet fitur sering nge blank tidak ada masalah pada jaringan saya",negatif
sering bgt susah di akses,2,2026-01-21 13:52:48,sering bgt susah di akses,sering bgt susah di akses,sering banget susah di akses,0,0,0,1,sering bgt susah di akses||sering banget susah di akses,negatif
maintenance udah 2x sehari bsk mau brngkt kerja blm bisa2 pesen tiket payah,1,2026-01-21 13:50:15,maintenance udah x sehari bsk mau brngkt kerja blm bisa pesen tiket payah,maintenance udah x sehari bsk mau brngkt kerja blm bisa pesen tiket payah,maintenance sudah x sehari bsk mau brngkt kerja belum bisa pesen tiket payah,0,1,0,0,maintenance udah 2x sehari bsk mau brngkt kerja blm bisa2 pesen tiket payah||maintenance sudah x sehari bsk mau brngkt kerja belum bisa pesen tiket payah,negatif
sering error,2,2026-01-21 13:50:03,sering error,sering error,sering error,1,0,0,0,sering error||sering error,negatif
kenapa kai akses jd ribet gini punya 2hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel... tolong api nya di sesuaikan,2,2026-01-21 13:48:35,kenapa kai akses jd ribet gini punya hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel tolong api nya di sesuaikan,kenapa kai akses jd ribet gini punya hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel tolong api nya di sesuaikan,kenapa kai akses jd ribet gini punya hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel tolong api nya di sesuaikan,0,0,0,1,kenapa kai akses jd ribet gini punya 2hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel... tolong api nya di sesuaikan||kenapa kai akses jd ribet gini punya hp download di playstore tapi aplikasi tidak muncul instal manual tidak kompatibel tolong api nya di sesuaikan,negatif
kereta duri jalur dua telat mulu aneh,1,2026-01-21 13:48:12,kereta duri jalur dua telat mulu aneh,kereta duri jalur dua telat mulu aneh,kereta duri jalur dua telat mulu aneh,0,0,1,0,kereta duri jalur dua telat mulu aneh||kereta duri jalur dua telat mulu aneh,negatif
"aplikasi busuk, banyak yang kecewa tapi gak ada tanggapan dari admin. udah loadingnya lama, pembayaran gagal tapi uangnya gak balik. mending gak usah sok²an pake aplikasi kalo update aja gak bisa.",1,2026-01-21 13:44:33,aplikasi busuk banyak yang kecewa tapi gak ada tanggapan dari admin udah loadingnya lama pembayaran gagal tapi uangnya gak balik mending gak usah sok²an pake aplikasi kalo update aja gak bisa,aplikasi busuk banyak yang kecewa tapi gak ada tanggapan dari admin udah loadingnya lama pembayaran gagal tapi uangnya gak balik mending gak usah sok²an pake aplikasi kalo update aja gak bisa,aplikasi busuk banyak yang kecewa tapi tidak ada tanggapan dari admin sudah loadingnya lama pembayaran gagal tapi uangnya tidak balik mending tidak usah sok²an pake aplikasi kalo update saja tidak bisa,1,1,0,0,"aplikasi busuk, banyak yang kecewa tapi gak ada tanggapan dari admin. udah loadingnya lama, pembayaran gagal tapi uangnya gak balik. mending gak usah sok²an pake aplikasi kalo update aja gak bisa.||aplikasi busuk banyak yang kecewa tapi tidak ada tanggapan dari admin sudah loadingnya lama pembayaran gagal tapi uangnya tidak balik mending tidak usah sok²an pake aplikasi kalo update saja tidak bisa",negatif
tolong ya lebih bagus lagi dalam hal masalah lelet. Masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya nggak. Makasih,1,2026-01-21 13:40:55,tolong ya lebih bagus lagi dalam hal masalah lelet Masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya nggak Makasih,tolong ya lebih bagus lagi dalam hal masalah lelet masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya nggak makasih,tolong ya lebih bagus lagi dalam hal masalah lelet masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya tidak makasih,1,0,0,0,tolong ya lebih bagus lagi dalam hal masalah lelet. Masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya nggak. Makasih||tolong ya lebih bagus lagi dalam hal masalah lelet masalah nya jaringan saya bagus tapi pas saya buka aplikasi ini seperti lambat sekali mohon lebih diperhatikan lagi jangan upgrade rangkaian terus tapi aplikasinya tidak makasih,negatif
"aplikasi minta d update tp malah makin lemot,",1,2026-01-21 13:38:50,aplikasi minta d update tp malah makin lemot,aplikasi minta d update tp malah makin lemot,aplikasi minta d update tp malah makin lemot,1,0,0,0,"aplikasi minta d update tp malah makin lemot,||aplikasi minta d update tp malah makin lemot",negatif
aslii lemat pisan,1,2026-01-21 13:33:34,aslii lemat pisan,aslii lemat pisan,aslii lemat pisan,0,0,0,0,aslii lemat pisan||aslii lemat pisan,negatif
oke,5,2026-01-21 13:29:05,oke,oke,oke,0,0,0,0,oke||oke,netral
nyaman bepergian dg KAI,5,2026-01-21 13:25:13,nyaman bepergian dg KAI,nyaman bepergian dg kai,nyaman bepergian dengan kai,0,0,0,0,nyaman bepergian dg KAI||nyaman bepergian dengan kai,positif
👍👍,5,2026-01-21 13:08:39,,,,0,0,0,0,👍👍||,netral
kebanyakan lag sama server drop ga jelas ga bisa masuk apk sampah,1,2026-01-21 13:08:05,kebanyakan lag sama server drop ga jelas ga bisa masuk apk sampah,kebanyakan lag sama server drop ga jelas ga bisa masuk apk sampah,kebanyakan lag sama server drop tidak jelas tidak bisa masuk aplikasi sampah,1,0,0,0,kebanyakan lag sama server drop ga jelas ga bisa masuk apk sampah||kebanyakan lag sama server drop tidak jelas tidak bisa masuk aplikasi sampah,negatif
hari ini tgl 21.01.2026 aplikasi tidak dapat digunakan,1,2026-01-21 13:05:21,hari ini tgl aplikasi tidak dapat digunakan,hari ini tgl aplikasi tidak dapat digunakan,hari ini tgl aplikasi tidak dapat digunakan,0,0,0,0,hari ini tgl 21.01.2026 aplikasi tidak dapat digunakan||hari ini tgl aplikasi tidak dapat digunakan,negatif
good,5,2026-01-21 12:38:42,good,good,good,0,0,0,0,good||good,positif
lemot,1,2026-01-21 12:05:21,lemot,lemot,lemot,1,0,0,0,lemot||lemot,negatif
"cape bgt kalo lagi urgent lemot mulu, tiba-tiba gabisa akses padahal paketan banyak, sinyal bagus, hadeuh",3,2026-01-21 11:53:26,cape bgt kalo lagi urgent lemot mulu tiba tiba gabisa akses padahal paketan banyak sinyal bagus hadeuh,cape bgt kalo lagi urgent lemot mulu tiba tiba gabisa akses padahal paketan banyak sinyal bagus hadeuh,cape banget kalo lagi urgent lemot mulu tiba tiba gabisa akses padahal paketan banyak sinyal bagus hadeuh,1,0,0,1,"cape bgt kalo lagi urgent lemot mulu, tiba-tiba gabisa akses padahal paketan banyak, sinyal bagus, hadeuh||cape banget kalo lagi urgent lemot mulu tiba tiba gabisa akses padahal paketan banyak sinyal bagus hadeuh",negatif
Mau pesan tiket kereta computer line aja susah banget. Padahal sinyal bagus.,1,2026-01-21 11:20:57,Mau pesan tiket kereta computer line aja susah banget Padahal sinyal bagus,mau pesan tiket kereta computer line aja susah banget padahal sinyal bagus,mau pesan tiket kereta computer line saja susah banget padahal sinyal bagus,0,1,1,0,Mau pesan tiket kereta computer line aja susah banget. Padahal sinyal bagus.||mau pesan tiket kereta computer line saja susah banget padahal sinyal bagus,negatif
mantap,5,2026-01-21 10:53:39,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
top markotop,5,2026-01-21 10:39:05,top markotop,top markotop,top markotop,0,0,0,0,top markotop||top markotop,positif
bagus banget,4,2026-01-21 09:57:13,bagus banget,bagus banget,bagus banget,0,0,0,0,bagus banget||bagus banget,positif
aplikasi yg sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing... 👍👍👍👍👍👍,5,2026-01-21 09:53:14,aplikasi yg sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing,aplikasi yg sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing,aplikasi yang sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing,0,0,1,1,aplikasi yg sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing... 👍👍👍👍👍👍||aplikasi yang sangat membantu sekali untuk akses naik kereta dengan rute tujuan masing masing,positif
mantap aplikasi ini sangat membantu & memudahkan untuk naik transportasi kereta api 👍👍👍👍,5,2026-01-21 09:47:09,mantap aplikasi ini sangat membantu memudahkan untuk naik transportasi kereta api,mantap aplikasi ini sangat membantu memudahkan untuk naik transportasi kereta api,mantap aplikasi ini sangat membantu memudahkan untuk naik transportasi kereta api,0,0,1,0,mantap aplikasi ini sangat membantu & memudahkan untuk naik transportasi kereta api 👍👍👍👍||mantap aplikasi ini sangat membantu memudahkan untuk naik transportasi kereta api,positif
aplikasi gk jelas padahal udh masukin akun basic pass mesen tiket gk bisa bisa malah eror terus,1,2026-01-21 09:45:57,aplikasi gk jelas padahal udh masukin akun basic pass mesen tiket gk bisa bisa malah eror terus,aplikasi gk jelas padahal udh masukin akun basic pass mesen tiket gk bisa bisa malah eror terus,aplikasi tidak jelas padahal sudah masukin akun basic pass mesen tiket tidak bisa bisa malah eror terus,1,1,0,1,aplikasi gk jelas padahal udh masukin akun basic pass mesen tiket gk bisa bisa malah eror terus||aplikasi tidak jelas padahal sudah masukin akun basic pass mesen tiket tidak bisa bisa malah eror terus,negatif
aplikasinya kadang2 suka ngelag beda bgt kalo pesen tiket di aplikasi GO-JEK cepet. tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya,3,2026-01-21 09:10:41,aplikasinya kadang suka ngelag beda bgt kalo pesen tiket di aplikasi GO JEK cepet tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya,aplikasinya kadang suka ngelag beda bgt kalo pesen tiket di aplikasi go jek cepet tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya,aplikasinya kadang suka ngelag beda banget kalo pesen tiket di aplikasi go jek cepet tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya,1,1,1,0,aplikasinya kadang2 suka ngelag beda bgt kalo pesen tiket di aplikasi GO-JEK cepet. tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya||aplikasinya kadang suka ngelag beda banget kalo pesen tiket di aplikasi go jek cepet tolong ya daripada tempat sampah baru di stasiun mending diperbaiki deh aplikasinya,negatif
membantu,5,2026-01-21 08:00:56,membantu,membantu,membantu,0,0,0,0,membantu||membantu,positif
baru pertama jadi aga pusing,5,2026-01-21 07:35:48,baru pertama jadi aga pusing,baru pertama jadi aga pusing,baru pertama jadi aga pusing,0,0,0,0,baru pertama jadi aga pusing||baru pertama jadi aga pusing,negatif
"Tidak ada posisi arah kursi dalam pemilihan gerbong kereta, Nomer Ponsel Pengguna tidak bisa di ubah di akun, penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien.",1,2026-01-21 07:28:21,Tidak ada posisi arah kursi dalam pemilihan gerbong kereta Nomer Ponsel Pengguna tidak bisa di ubah di akun penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien,tidak ada posisi arah kursi dalam pemilihan gerbong kereta nomer ponsel pengguna tidak bisa di ubah di akun penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien,tidak ada posisi arah kursi dalam pemilihan gerbong kereta nomer ponsel pengguna tidak bisa di ubah di akun penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien,1,1,1,1,"Tidak ada posisi arah kursi dalam pemilihan gerbong kereta, Nomer Ponsel Pengguna tidak bisa di ubah di akun, penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien.||tidak ada posisi arah kursi dalam pemilihan gerbong kereta nomer ponsel pengguna tidak bisa di ubah di akun penggantian nomer pengguna di aplikasi sangat sulit dan tidak efisien",negatif
"Mengecewakan, jadi lemot stelah di update",1,2026-01-21 07:11:37,Mengecewakan jadi lemot stelah di update,mengecewakan jadi lemot stelah di update,mengecewakan jadi lemot stelah di update,1,0,0,0,"Mengecewakan, jadi lemot stelah di update||mengecewakan jadi lemot stelah di update",negatif
Perjalanan menjadi nyaman dengan KAI,5,2026-01-21 07:06:40,Perjalanan menjadi nyaman dengan KAI,perjalanan menjadi nyaman dengan kai,perjalanan menjadi nyaman dengan kai,0,0,1,0,Perjalanan menjadi nyaman dengan KAI||perjalanan menjadi nyaman dengan kai,positif
lagi maintenance ya?,5,2026-01-21 06:56:07,lagi maintenance ya,lagi maintenance ya,lagi maintenance ya,1,0,0,0,lagi maintenance ya?||lagi maintenance ya,netral
ok,5,2026-01-21 06:52:51,ok,ok,ok,0,0,0,0,ok||ok,netral
sangat berguna dalam proses pemesanan kereta api,5,2026-01-21 05:53:19,sangat berguna dalam proses pemesanan kereta api,sangat berguna dalam proses pemesanan kereta api,sangat berguna dalam proses pemesanan kereta api,0,0,1,0,sangat berguna dalam proses pemesanan kereta api||sangat berguna dalam proses pemesanan kereta api,positif
bagus harga lebih murah karena tidak ada potongan admin yg berlebihan,5,2026-01-21 05:28:39,bagus harga lebih murah karena tidak ada potongan admin yg berlebihan,bagus harga lebih murah karena tidak ada potongan admin yg berlebihan,bagus harga lebih murah karena tidak ada potongan admin yang berlebihan,0,0,0,0,bagus harga lebih murah karena tidak ada potongan admin yg berlebihan||bagus harga lebih murah karena tidak ada potongan admin yang berlebihan,positif
kangen jadi anker (anak kereta) pp jakarta-kroya.. aplikasi ini sangat manfaat banget 💙,5,2026-01-21 05:24:57,kangen jadi anker anak kereta pp jakarta kroya aplikasi ini sangat manfaat banget,kangen jadi anker anak kereta pp jakarta kroya aplikasi ini sangat manfaat banget,kangen jadi anker anak kereta pp jakarta kroya aplikasi ini sangat manfaat banget,0,0,1,0,kangen jadi anker (anak kereta) pp jakarta-kroya.. aplikasi ini sangat manfaat banget 💙||kangen jadi anker anak kereta pp jakarta kroya aplikasi ini sangat manfaat banget,positif
good aplikasi,5,2026-01-21 05:15:15,good aplikasi,good aplikasi,good aplikasi,0,0,0,0,good aplikasi||good aplikasi,positif
ok,5,2026-01-21 04:57:22,ok,ok,ok,0,0,0,0,ok||ok,netral
good,5,2026-01-21 03:27:39,good,good,good,0,0,0,0,good||good,positif
error mulu mau refund malah tulisannya anda bukan penumpang kocak udah jelas akun gw dan gw penumpang mabok apk nya,1,2026-01-21 03:12:29,error mulu mau refund malah tulisannya anda bukan penumpang kocak udah jelas akun gw dan gw penumpang mabok apk nya,error mulu mau refund malah tulisannya anda bukan penumpang kocak udah jelas akun gw dan gw penumpang mabok apk nya,error mulu mau refund malah tulisannya anda bukan penumpang kocak sudah jelas akun gw dan gw penumpang mabok aplikasi nya,1,1,0,1,error mulu mau refund malah tulisannya anda bukan penumpang kocak udah jelas akun gw dan gw penumpang mabok apk nya||error mulu mau refund malah tulisannya anda bukan penumpang kocak sudah jelas akun gw dan gw penumpang mabok aplikasi nya,negatif
Lebih mudah pesen tiket dengan Access by KAI,5,2026-01-21 02:45:38,Lebih mudah pesen tiket dengan Access by KAI,lebih mudah pesen tiket dengan access by kai,lebih mudah pesen tiket dengan access by kai,0,1,0,0,Lebih mudah pesen tiket dengan Access by KAI||lebih mudah pesen tiket dengan access by kai,positif
terkadang apk down dan tidak dapat melihat jadwal kereta,3,2026-01-21 02:41:04,terkadang apk down dan tidak dapat melihat jadwal kereta,terkadang apk down dan tidak dapat melihat jadwal kereta,terkadang aplikasi down dan tidak dapat melihat jadwal kereta,0,0,1,0,terkadang apk down dan tidak dapat melihat jadwal kereta||terkadang aplikasi down dan tidak dapat melihat jadwal kereta,negatif
e ticket lama bgt munculnya,1,2026-01-21 01:38:21,e ticket lama bgt munculnya,e ticket lama bgt munculnya,e ticket lama banget munculnya,0,0,0,0,e ticket lama bgt munculnya||e ticket lama banget munculnya,negatif
Pemotongan biaya pembatalan 25%,3,2026-01-21 01:13:33,Pemotongan biaya pembatalan,pemotongan biaya pembatalan,pemotongan biaya pembatalan,0,0,0,0,Pemotongan biaya pembatalan 25%||pemotongan biaya pembatalan,negatif
aga lemot,5,2026-01-21 00:43:58,aga lemot,aga lemot,aga lemot,1,0,0,0,aga lemot||aga lemot,negatif
pelayanan acces kai mantap,5,2026-01-21 00:20:33,pelayanan acces kai mantap,pelayanan acces kai mantap,pelayanan acces kai mantap,0,0,0,0,pelayanan acces kai mantap||pelayanan acces kai mantap,positif
mantap,5,2026-01-21 00:07:19,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
bagus,5,2026-01-20 23:47:11,bagus,bagus,bagus,0,0,0,0,bagus||bagus,positif
kualitas pelayanannya baik dan cepat,5,2026-01-20 23:45:48,kualitas pelayanannya baik dan cepat,kualitas pelayanannya baik dan cepat,kualitas pelayanannya baik dan cepat,0,0,0,0,kualitas pelayanannya baik dan cepat||kualitas pelayanannya baik dan cepat,positif
hp tidak kompatibel lg,3,2026-01-20 23:29:05,hp tidak kompatibel lg,hp tidak kompatibel lg,hp tidak kompatibel lg,0,0,0,0,hp tidak kompatibel lg||hp tidak kompatibel lg,negatif
semoga sukses kedepan nya,5,2026-01-20 22:21:35,semoga sukses kedepan nya,semoga sukses kedepan nya,semoga sukses kedepan nya,0,0,0,0,semoga sukses kedepan nya||semoga sukses kedepan nya,positif
say kasih fitur metode pembayaran Dana dong soalnya saya cuma punya dompet dana aja,5,2026-01-20 17:18:25,say kasih fitur metode pembayaran Dana dong soalnya saya cuma punya dompet dana aja,say kasih fitur metode pembayaran dana dong soalnya saya cuma punya dompet dana aja,say kasih fitur metode pembayaran dana dong soalnya saya cuma punya dompet dana saja,0,1,0,0,say kasih fitur metode pembayaran Dana dong soalnya saya cuma punya dompet dana aja||say kasih fitur metode pembayaran dana dong soalnya saya cuma punya dompet dana saja,negatif
mantap,5,2026-01-20 16:44:35,mantap,mantap,mantap,0,0,0,0,mantap||mantap,positif
Memudahkan Dalam Memesan Tiket,5,2026-01-20 16:14:54,Memudahkan Dalam Memesan Tiket,memudahkan dalam memesan tiket,memudahkan dalam memesan tiket,0,1,0,0,Memudahkan Dalam Memesan Tiket||memudahkan dalam memesan tiket,positif
sangat puas,5,2026-01-20 15:55:23,sangat puas,sangat puas,sangat puas,0,0,0,0,sangat puas||sangat puas,positif
mantabb,5,2026-01-20 15:43:28,mantabb,mantabb,mantabb,0,0,0,0,mantabb||mantabb,positif
Good,5,2026-01-20 15:31:39,Good,good,good,0,0,0,0,Good||good,positif
Sangat membantu,5,2026-01-20 15:01:41,Sangat membantu,sangat membantu,sangat membantu,0,0,0,0,Sangat membantu||sangat membantu,positif
tanpa kendala,5,2026-01-20 14:48:10,tanpa kendala,tanpa kendala,tanpa kendala,0,0,0,0,tanpa kendala||tanpa kendala,positif
bagus,5,2026-01-20 14:10:51,bagus,bagus,bagus,0,0,0,0,bagus||bagus,positif
prosesnya mudah dan cepat,5,2026-01-20 13:33:13,prosesnya mudah dan cepat,prosesnya mudah dan cepat,prosesnya mudah dan cepat,0,0,0,0,prosesnya mudah dan cepat||prosesnya mudah dan cepat,positif
aplikasi yang bagus untuk memesan tiket kereta online,5,2026-01-20 13:24:15,aplikasi yang bagus untuk memesan tiket kereta online,aplikasi yang bagus untuk memesan tiket kereta online,aplikasi yang bagus untuk memesan tiket kereta online,0,1,1,0,aplikasi yang bagus untuk memesan tiket kereta online||aplikasi yang bagus untuk memesan tiket kereta online,positif
"cakep, memudahkan",5,2026-01-20 13:07:57,cakep memudahkan,cakep memudahkan,cakep memudahkan,0,0,0,0,"cakep, memudahkan||cakep memudahkan",positif
sukses,5,2026-01-20 12:27:58,sukses,sukses,sukses,0,0,0,0,sukses||sukses,positif
baiklah,5,2026-01-20 12:23:11,baiklah,baiklah,baiklah,0,0,0,0,baiklah||baiklah,netral
Di update malah makin lemot jelek banget aplikasinya,2,2026-01-20 12:21:05,Di update malah makin lemot jelek banget aplikasinya,di update malah makin lemot jelek banget aplikasinya,di update malah makin lemot jelek banget aplikasinya,1,0,0,0,Di update malah makin lemot jelek banget aplikasinya||di update malah makin lemot jelek banget aplikasinya,negatif
"Harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah, bahkan yg disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan. Sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist.",3,2026-01-20 12:17:47,Harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah bahkan yg disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan Sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist,harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah bahkan yg disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist,harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah bahkan yang disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist,0,1,0,0,"Harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah, bahkan yg disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan. Sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist.||harga tiket sepertinya sudah tidak pro untuk masyarakat ekonomi rendah bahkan yang disebut tarif ekonomi harga murah pun rakyat kecil harus rebutan sungguh memprihatinkan ketika moda transportasi massal sudah mulai dikuasai kapitalist",negatif
Aplikasi tidak support,1,2026-01-20 12:09:27,Aplikasi tidak support,aplikasi tidak support,aplikasi tidak support,0,0,0,0,Aplikasi tidak support||aplikasi tidak support,negatif
"gimana sih ini aplikasinya, masa tiba2 keluar dr akun trus pas mau login pake akun itu malah ga bisa. saldonya kan jadi turut hilang! tolong perbaiki lagi agar mudah login pake akun yg sudah ada dan jangan sampe lah keluar dr akun sendiri tanpa diketahui, tiba2 aja pas mau pesen tiket malah suruh update member lagi",3,2026-01-20 10:45:31,gimana sih ini aplikasinya masa tiba keluar dr akun trus pas mau login pake akun itu malah ga bisa saldonya kan jadi turut hilang tolong perbaiki lagi agar mudah login pake akun yg sudah ada dan jangan sampe lah keluar dr akun sendiri tanpa diketahui tiba aja pas mau pesen tiket malah suruh update member lagi,gimana sih ini aplikasinya masa tiba keluar dr akun trus pas mau login pake akun itu malah ga bisa saldonya kan jadi turut hilang tolong perbaiki lagi agar mudah login pake akun yg sudah ada dan jangan sampe lah keluar dr akun sendiri tanpa diketahui tiba aja pas mau pesen tiket malah suruh update member lagi,gimana sih ini aplikasinya masa tiba keluar dari akun trus pas mau login pake akun itu malah tidak bisa saldonya kan jadi turut hilang tolong perbaiki lagi agar mudah login pake akun yang sudah ada dan jangan sampe lah keluar dari akun sendiri tanpa diketahui tiba saja pas mau pesen tiket malah suruh update member lagi,1,1,0,1,"gimana sih ini aplikasinya, masa tiba2 keluar dr akun trus pas mau login pake akun itu malah ga bisa. saldonya kan jadi turut hilang! tolong perbaiki lagi agar mudah login pake akun yg sudah ada dan jangan sampe lah keluar dr akun sendiri tanpa diketahui, tiba2 aja pas mau pesen tiket malah suruh update member lagi||gimana sih ini aplikasinya masa tiba keluar dari akun trus pas mau login pake akun itu malah tidak bisa saldonya kan jadi turut hilang tolong perbaiki lagi agar mudah login pake akun yang sudah ada dan jangan sampe lah keluar dari akun sendiri tanpa diketahui tiba saja pas mau pesen tiket malah suruh update member lagi",negatif
"aplikasi ngebug, pesen 2 tiket lokal sampe telat jam kereta gara2 errorr nambahin penumpang doang 👎👎👎",1,2026-01-20 10:26:03,aplikasi ngebug pesen tiket lokal sampe telat jam kereta gara errorr nambahin penumpang doang,aplikasi ngebug pesen tiket lokal sampe telat jam kereta gara errorr nambahin penumpang doang,aplikasi ngebug pesen tiket lokal sampe telat jam kereta gara errorr nambahin penumpang doang,1,1,1,0,"aplikasi ngebug, pesen 2 tiket lokal sampe telat jam kereta gara2 errorr nambahin penumpang doang 👎👎👎||aplikasi ngebug pesen tiket lokal sampe telat jam kereta gara errorr nambahin penumpang doang",negatif
giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan,1,2026-01-20 10:00:42,giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan,giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan,giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan,0,1,0,0,giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan||giliran mau cetak tiket ada pemeliharaan di jam sibuk ada perbaikan,negatif
mudah dan terpercaya,5,2026-01-20 09:56:34,mudah dan terpercaya,mudah dan terpercaya,mudah dan terpercaya,0,0,0,0,mudah dan terpercaya||mudah dan terpercaya,positif
"di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya, terimakasih",5,2026-01-20 06:36:40,di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya terimakasih,di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya terimakasih,di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya terimakasih,0,1,0,0,"di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya, terimakasih||di tiap tiketnya kalo bisa ada nomor untuk jalur kretanya terimakasih",negatif
